fullname,OnlineTime_YMD,Bankrupt_WDZJ,Province,City,Collapse,Benign,Fraud,RegCapital,Background,Capitaldeposit,Obtaininvest,Joinasso,Autobid,Transright,Riskdeposit,Thirdguarantee
港兴投资,20151218,20151231.0,湖北,武汉,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
公明贷,20141208,20180403.0,上海,上海,1,1.0,0.0,500.0,民营系,0,1.0,0.0,0,1,0.0,0.0
公众理财,20161207,,浙江,宁波,0,,,100.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
公主理财,20160429,20160712.0,吉林,长春,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
共赢金融,20151001,20190523.0,云南,昆明,1,1.0,0.0,500.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
够力金融,20150331,,广西,柳州,0,,,500.0,民营系,1,0.0,0.0,1,0,0.0,0.0
鼓浪金服,20151012,20180202.0,福建,厦门,1,0.0,0.0,1600.0,民营系,0,0.0,0.0,0,0,0.0,0.0
固金所,20150506,20190510.0,上海,上海,1,1.0,0.0,500.0,国企背景,1,0.0,1.0,0,1,0.0,0.0
冠腾贷,20150521,,河北,石家庄,0,,,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
管金贷,20140715,20180109.0,江苏,宿迁,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
光华永贷,20141012,20150507.0,重庆,重庆,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
广安宏润,20140714,20160218.0,山东,青岛,1,1.0,0.0,150.0,民营系,0,0.0,0.0,0,0,0.0,0.0
广电财富,20151220,,陕西,西安,0,,,100.0,上市公司,1,0.0,0.0,0,0,0.0,0.0
广汇融,20160109,20170414.0,江苏,宿迁,1,0.0,1.0,380.0,民营系,0,0.0,0.0,0,0,0.0,0.0
广融财富,20180418,,江苏,淮安,0,,,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
广义贷,20150407,20160207.0,广东,深圳,1,0.0,0.0,50.0,民营系,0,0.0,0.0,1,0,0.0,0.0
贵禄财富,20150818,20151026.0,上海,上海,1,0.0,1.0,2000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
贵人贷,20151021,20181112.0,浙江,杭州,1,0.0,0.0,500.8,民营系,0,0.0,0.0,1,0,0.0,0.0
国宝投资,20141016,20151011.0,山东,枣庄,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
国鼎投融,20130820,20151127.0,浙江,杭州,1,0.0,1.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
国金宝,20140918,20180730.0,上海,上海,1,0.0,1.0,1300.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
国曼投资,20160226,20160306.0,河北,石家庄,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
国瑞财富,20150328,20150703.0,山东,泰安,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
国瑞金融,20150711,20160810.0,贵州,贵阳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
国盛财富,20150101,20160913.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
果轩财富,20170812,20170925.0,上海,上海,1,1.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
哈哈贷,20110721,20180402.0,新疆,乌鲁木齐,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
海岸鑫贷,20150201,20170927.0,山东,青岛,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
海融易,20140601,,山东,青岛,0,,,500.0,风投系,0,0.0,1.0,1,0,0.0,0.0
海豚金服,20150520,,福建,厦门,0,,,100.0,民营系,1,0.0,0.0,0,0,0.0,0.0
海豚在线,20160329,20160608.0,广东,深圳,1,0.0,1.0,10.0,民营系,0,0.0,0.0,0,0,0.0,0.0
航金所,20160701,20170531.0,湖南,长沙,1,0.0,0.0,500.0,国企背景,0,0.0,0.0,0,1,0.0,0.0
好车贷,20140101,20180728.0,安徽,合肥,1,0.0,1.0,568.0,民营系,1,0.0,0.0,1,0,0.0,0.0
好借好贷,20140726,20160104.0,江苏,无锡,1,0.0,0.0,132.5,民营系,0,0.0,0.0,1,0,0.0,0.0
好乐易贷,20140101,20150928.0,河北,石家庄,1,0.0,1.0,36.0,民营系,0,0.0,0.0,0,0,0.0,0.0
好利贷,20131113,20160505.0,江苏,泰州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
好利信,20150110,20160826.0,江苏,南京,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
好投资,20150201,20170427.0,北京,北京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
好想贷,20130117,20131112.0,浙江,湖州,1,0.0,0.0,10.8,民营系,0,0.0,0.0,0,1,0.0,0.0
好运来金融,20160129,20171110.0,福建,龙岩,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
荷银商务,20150409,20171017.0,山东,枣庄,1,1.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
和万贷,20160312,,浙江,嘉兴,0,,,1000.0,民营系,1,0.0,0.0,1,1,0.0,0.0
合安易贷,20140416,,北京,北京,0,,,600.0,民营系,1,0.0,1.0,0,0,0.0,0.0
合汇贷,20150321,,山东,济南,0,,,116.0,民营系,1,0.0,0.0,0,0,0.0,0.0
合家金融,20141031,20180805.0,浙江,杭州,1,0.0,0.0,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
河南亿人,20170913,,河南,郑州,0,,,310.0,民营系,0,0.0,0.0,0,0,0.0,0.0
黑金所,20170414,20170516.0,浙江,杭州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
黑米财富,20160626,20160728.0,黑龙江,哈尔滨,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
亨多财富,20140408,20180117.0,广东,佛山,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
恒昇财富,20150917,,山东,德州,0,,,800.0,民营系,0,0.0,0.0,0,0,0.0,0.0
恒贷网,20161111,20170213.0,北京,北京,1,0.0,1.0,500.0,国企背景,0,0.0,0.0,1,0,0.0,0.0
恒丰财富,20150421,20160615.0,陕西,渭南,1,0.0,0.0,334.817,民营系,1,,,0,0,,
恒宏投资,20151101,20151124.0,广西,南宁,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
恒利网,20140806,,山东,临沂,0,,,200.0,国企背景,0,0.0,0.0,0,1,0.0,0.0
恒瑞财富网,20141124,20180801.0,广东,广州,1,1.0,0.0,1000.0,民营系,1,0.0,0.0,1,0,0.0,0.0
恒银普惠,20151001,,广东,深圳,0,,,200.0,民营系,1,0.0,0.0,0,0,0.0,0.0
虹维财富,20151205,,辽宁,盘锦,0,,,572.0,民营系,1,,,0,0,,
鸿海资本,20150508,20150622.0,海南,海口,1,0.0,0.0,338.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鸿商贷,20150508,20150724.0,山东,青岛,1,0.0,1.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鸿顺金融,20140803,20150803.0,河南,郑州,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鸿泰源投资,20151222,20160109.0,广东,深圳,1,0.0,0.0,700.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鸿学金信,20140920,,四川,成都,0,,,50.0,民营系,1,0.0,0.0,1,1,0.0,0.0
鸿运当投,20151216,20160315.0,山东,滨州,1,1.0,0.0,300.0,民营系,1,0.0,0.0,0,0,0.0,0.0
宏德创投,20141029,20141029.0,北京,北京,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
宏高财富,20150601,20180209.0,江苏,常州,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
宏润共创,20171108,20180223.0,浙江,温州,1,0.0,0.0,510.0,民营系,0,0.0,0.0,0,0,0.0,0.0
弘富贷,20140428,20140929.0,北京,北京,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
弘文贷,20150615,20150616.0,山东,滨州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
红顶财富,20150606,20160128.0,山东,聊城,1,0.0,1.0,150.0,民营系,0,0.0,0.0,1,0,0.0,0.0
红海贷,20150202,20171120.0,北京,北京,1,1.0,0.0,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
红狐理财,20150619,,湖北,武汉,0,,,50.0,民营系,1,0.0,0.0,1,0,0.0,0.0
红金宝,20150324,,广东,深圳,0,,,100.0,民营系,1,0.0,1.0,1,1,0.0,0.0
虎融宝,20160808,,江苏,南京,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
互存金融,20160101,,浙江,杭州,0,,,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
互利网,20120701,,上海,上海,0,,,310.091,民营系,1,,,0,0,,
互融城,20150601,20150901.0,广东,东莞,1,0.0,1.0,120.0,民营系,0,0.0,0.0,1,0,0.0,0.0
互投金融,20150826,20161201.0,湖北,武汉,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,1,0.0,0.0
互益贷,20140825,20150623.0,江苏,南京,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
沪丰金服,20170823,20180626.0,上海,上海,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
沪联贷,20140401,20141130.0,上海,上海,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
沪联在线,20140422,20151218.0,上海,上海,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
沪乾贷,20140515,20150211.0,上海,上海,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
花生贷,20150608,20160418.0,河南,郑州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
华策在线,20150331,,陕西,西安,0,,,334.817,民营系,1,,,0,0,,
华东理财,20131216,20160601.0,上海,上海,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
华扶金贷,20170726,20170925.0,浙江,台州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
华幕投资,20150709,20150819.0,北京,北京,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
华纳汇盈,20140830,20140830.0,北京,北京,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
华人投,20140901,20160904.0,广东,深圳,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
华夏银泰,20150525,20160301.0,北京,北京,1,0.0,1.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
华信贷,20150119,20150123.0,广东,东莞,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
华银金融,20141121,20170908.0,广东,深圳,1,1.0,0.0,1000.0,民营系,1,0.0,0.0,0,0,0.0,0.0
黄河金融,20140429,20190904.0,浙江,杭州,1,1.0,0.0,600.0,上市公司,1,0.0,1.0,1,1,0.0,0.0
黄金街,20150213,20150501.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
辉金投,20140924,,重庆,重庆,0,,,500.0,民营系,1,0.0,0.0,0,1,0.0,0.0
徽金所,20141030,20160321.0,安徽,合肥,1,0.0,1.0,500.0,国企背景,0,0.0,0.0,1,0,0.0,0.0
徽通金融,20141022,20150604.0,上海,上海,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
徽州贷,20130205,20130619.0,安徽,合肥,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
慧财网,20140714,20150714.0,四川,成都,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,1,0.0,0.0
惠财,20160725,,浙江,杭州,0,,,1000.0,民营系,1,0.0,0.0,0,0,0.0,0.0
惠金创投,20150306,20150415.0,江西,南昌,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
惠金金服,20160317,20170301.0,浙江,杭州,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
惠利银通,20141016,20150107.0,山东,潍坊,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
惠民金融,20141217,20161126.0,上海,上海,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
惠融投资,20140401,20170301.0,重庆,重庆,1,0.0,0.0,200.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
惠通贷,20140618,20150330.0,云南,昆明,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
惠宜投资,20140816,20151209.0,北京,北京,1,0.0,0.0,200.0,民营系,0,0.0,1.0,0,0,0.0,1.0
惠亿信投,20150520,20160531.0,河北,邢台,1,0.0,0.0,158.0,民营系,0,0.0,0.0,0,0,0.0,0.0
惠泽通,20140701,20150822.0,广东,深圳,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
惠鑫富,20160601,20180628.0,江苏,南京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
会富金服,20150623,20190115.0,江苏,南京,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
汇博金服,20170620,20180627.0,浙江,宁波,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
汇创金融,20160506,,江西,南昌,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,1.0
汇贷天下,20140326,,甘肃,兰州,0,,,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
汇丰恒创投,20150423,20150501.0,陕西,西安,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
汇富贷,20131121,20160511.0,上海,上海,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
汇金所,20141209,20160525.0,上海,上海,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
汇聚贷,20131001,20141020.0,广西,南宁,1,0.0,1.0,30.0,民营系,0,0.0,0.0,0,0,0.0,0.0
汇客通宝,20160329,20171011.0,福建,厦门,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
汇乐贷,20160310,20160808.0,广东,深圳,1,0.0,1.0,26.6,民营系,0,0.0,0.0,0,0,0.0,0.0
汇陵金融,20150505,20160119.0,江苏,南京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
汇通贷,20150101,20160516.0,福建,龙岩,1,1.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
汇旺宝,20150824,20160824.0,广东,深圳,1,0.0,1.0,380.0,民营系,0,0.0,0.0,0,0,0.0,0.0
汇银投资,20130901,20131105.0,浙江,湖州,1,0.0,0.0,51.8,民营系,0,0.0,0.0,0,0,0.0,0.0
汇中网,20151015,,北京,北京,0,,,500.0,民营系,1,0.0,0.0,1,0,0.0,0.0
汇众贷,20141208,20160201.0,四川,泸州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
火钱理财,20161216,20180714.0,浙江,杭州,1,0.0,1.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
火球,20140301,20180709.0,北京,北京,1,0.0,1.0,297.9,风投系,1,1.0,1.0,1,1,0.0,0.0
火球理财,20140301,,北京,北京,0,,,752.759,民营系,1,,,0,0,,
火融网,20130416,20160101.0,上海,上海,1,0.0,0.0,5.0,民营系,0,0.0,0.0,0,0,0.0,0.0
基鼎贷,20140814,20141223.0,山东,淄博,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
吉汇金融,20160801,20170504.0,安徽,合肥,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
集财,20150701,,浙江,杭州,0,,,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
集利财富,20130828,,广东,广州,0,,,1000.0,民营系,1,0.0,1.0,0,0,0.0,0.0
冀网贷,20150618,20150701.0,河北,沧州,1,0.0,0.0,60.0,民营系,0,0.0,0.0,0,0,0.0,0.0
家家聚财,20140518,20170201.0,山东,济南,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,1,0.0,0.0
家园贷（湘）,20141215,20170301.0,湖南,长沙,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
江淮财富,20130301,20160224.0,安徽,合肥,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
江淮在线,20130301,20150301.0,安徽,铜陵,1,0.0,1.0,60.0,民营系,0,0.0,0.0,0,0,0.0,0.0
江南创投,20131216,20140909.0,江苏,常州,1,0.0,0.0,120.0,民营系,0,0.0,0.0,0,0,0.0,0.0
节节贷,20140701,20180612.0,广西,南宁,1,1.0,0.0,1000.0,民营系,1,0.0,0.0,1,1,0.0,0.0
桔子易贷,20141125,20161027.0,河北,衡水,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
捷创贷,20140924,20180727.0,浙江,杭州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
捷贷网（鲁）,20150301,20160403.0,山东,济南,1,0.0,0.0,51.0,民营系,0,0.0,0.0,0,0,0.0,0.0
借贷云盘,20150608,20160430.0,山东,济南,1,0.0,0.0,200.0,民营系,0,0.0,0.0,1,0,0.0,0.0
介投行,20150817,20160527.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,1.0,0.0
金e贷,20130708,,广东,广州,0,,,2790.05,民营系,1,,,0,0,,
金鞍理财,20150713,20161201.0,山东,青岛,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金安国有金融,20150408,20170601.0,贵州,黔东南,1,0.0,0.0,300.0,国企背景,0,0.0,0.0,0,1,0.0,0.0
金贝财富,20141225,20150609.0,山东,青岛,1,0.0,1.0,120.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金倍乐,20141024,20180319.0,广东,深圳,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,1,0,0.0,0.0
金策通,20131220,20160509.0,北京,北京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金畅想,20141220,20150207.0,河北,沧州,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金车贷,20140924,,浙江,杭州,0,,,371.874,民营系,1,,,0,0,,
金储宝,20150402,20180806.0,浙江,杭州,1,0.0,1.0,500.0,国企背景,0,1.0,0.0,0,0,0.0,0.0
金蝶金链,20150827,20160430.0,广东,深圳,1,1.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金鼎和财富,20141201,20160630.0,广东,深圳,1,0.0,0.0,5.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金都e贷,20140509,20160929.0,广东,深圳,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金发所,20140325,20170308.0,广西,南宁,1,0.0,0.0,600.0,民营系,0,0.0,0.0,0,0,0.0,1.0
金赋财富,20151116,20151203.0,山东,潍坊,1,0.0,1.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
金豪利,20130924,20141223.0,广东,深圳,1,0.0,0.0,200.0,民营系,0,0.0,0.0,1,0,0.0,0.0
金汇丰,20141224,20150723.0,广东,佛山,1,0.0,1.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金汇瑞通,20150515,20160831.0,河北,石家庄,1,0.0,0.0,998.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金汇微金,20150914,20180516.0,天津,天津,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
金坤投资,20151019,20160111.0,湖北,武汉,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金鲤金服,20151201,20180125.0,北京,北京,1,0.0,0.0,1000.0,民营系,1,0.0,0.0,1,0,0.0,1.0
金利网,20171201,,辽宁,大连,0,,,1680.0,民营系,1,0.0,0.0,0,0,0.0,0.0
金满仓,20150606,20151021.0,广东,深圳,1,0.0,1.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金品创投,20150505,20170208.0,湖南,长沙,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
金钱窝,20140915,20160617.0,北京,北京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金融家在线,20160727,20161127.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金融街,20140616,20160401.0,黑龙江,哈尔滨,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金融界盈利宝,20130814,,北京,北京,0,,,687.684,民营系,1,,,0,0,,
金融桥,20160929,20170301.0,湖南,长沙,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金融圈,20141028,20180709.0,广东,深圳,1,0.0,1.0,2000.0,民营系,0,1.0,1.0,0,1,0.0,0.0
金融湾,20131011,,北京,北京,0,,,164.9,上市公司,0,1.0,0.0,0,1,0.0,0.0
金融眼,20150723,,湖北,武汉,0,,,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金瑞盈,20150415,20160110.0,广东,深圳,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金旺投资,20160616,20160623.0,陕西,西安,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金线财富,20150706,20150914.0,山东,潍坊,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金行财富,20150815,20160616.0,山东,泰安,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金意创投,20140925,20160504.0,重庆,重庆,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金银猫,20131118,20180718.0,上海,上海,1,0.0,1.0,300.0,国企背景,1,0.0,1.0,0,0,0.0,0.0
金盈财富,20160328,20160330.0,四川,成都,1,0.0,1.0,300.0,民营系,0,0.0,0.0,0,0,1.0,0.0
金玉普惠,20151012,20160708.0,北京,北京,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,1,1,0.0,0.0
金猪猪,20150424,20150604.0,重庆,重庆,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金砖联合,20140919,,江西,南昌,0,,,900.0,民营系,0,0.0,0.0,1,1,0.0,0.0
金坳财富,20170728,20180724.0,上海,上海,1,0.0,1.0,500.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
金衢桥,20170401,20180401.0,辽宁,沈阳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金蟾宝,20141208,20161027.0,上海,上海,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
金鑫创投,20140801,20150602.0,浙江,杭州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
今金贷,20150516,20181115.0,甘肃,兰州,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
今日捷财,20140828,,上海,上海,0,,,660.0,民营系,1,1.0,1.0,1,0,0.0,0.0
锦慧通,20150827,20150831.0,四川,成都,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
锦融运通,20130808,20140820.0,浙江,杭州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
锦瑞财富,20170117,20180111.0,浙江,宁波,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
进弘创利,20140915,20151222.0,上海,上海,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
进化互联,20150813,20160613.0,四川,成都,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
兢业贷,20141110,20160615.0,上海,上海,1,0.0,0.0,845.853,民营系,1,,,0,0,,
晶玉贷,20140928,20140928.0,湖南,怀化,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
